0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-1,0,1,-1,-5,-2,-2,-2
0,-2,1,-2,-4,-4,-1,-1
0,-3,-2,-8,-8,-3,-2,-3
-3,0,-2,0,-5,0,0,-4
-2,0,0,1,3,2,-2,0
-1,-2,-6,-10,-1,-2,-1,-3
-1,-2,1,-3,-7,-2,0,0
-1,-1,2,-7,-3,-5,-3,-1
1,1,3,4,13,4,1,1
-1,-3,-7,-7,-5,-2,-1,0
-1,0,1,-5,0,-1,0,0
2,2,2,-4,-11,-1,-4,-5
1,2,0,-4,0,-1,0,-1
-1,-3,-3,-2,2,-1,1,-2
1,1,5,11,0,-2,0,1
-1,-3,-2,-10,-11,-4,-3,-3
-1,-1,0,6,-6,-1,-2,-2
0,-1,-2,-3,1,-1,-2,-2
-2,1,3,3,-12,0,0,0
11,15,9,7,14,14,10,1
2,10,10,24,-6,-32,55,2
-4,0,-6,2,-5,-21,-3,6
-14,-13,-17,-4,5,-31,-69,-13
2,1,-7,-7,-2,0,1,1
0,-1,3,8,-2,-6,-7,-2
-2,-3,-3,-5,-4,-3,-3,-3
0,1,1,-4,-7,-1,0,-1
0,0,-3,2,4,-2,-1,-1
1,1,2,-5,-8,-2,0,1
0,0,0,-1,-4,-1,-1,-2
-3,-1,1,-7,-3,-4,-2,0
-2,-3,0,-6,-7,-3,-2,0
-1,-2,0,0,-2,0,0,0
0,0,1,3,2,-1,-2,-2
-1,-1,-2,-1,-2,-1,-1,0
-1,-1,0,-1,-3,3,0,-2
-2,0,0,-2,-6,-2,-1,-1
-2,-1,-1,-2,2,0,0,0
-1,-2,0,-1,-1,-1,-2,0
-2,2,1,0,-2,-3,-1,-1
-2,0,2,-2,0,-1,-1,-1
-1,-1,0,1,-7,0,0,-3
0,-1,-1,-1,1,0,1,-1
-3,-1,-1,-2,2,-4,-2,0
1,-2,-3,-1,0,3,-1,0
2,3,2,1,-2,-3,-2,1
-1,-1,0,-2,-1,3,-2,-2
-1,1,-1,3,6,-2,-1,-1
-2,-3,-1,-9,-4,0,-3,-1
-2,-1,1,1,-6,-4,-2,0
-2,-2,-1,-2,3,-1,1,0
-2,-1,1,-2,-1,-1,-3,-1
-1,0,0,-5,-3,-1,-2,-1
-2,-1,-1,-2,-2,-2,0,-2
-1,-1,-1,-4,-3,0,-1,-2
0,0,0,-1,-2,-2,0,0
-2,-2,-3,-6,-5,-2,-2,-1
-2,-1,-1,8,0,0,0,-1
-2,-1,1,-1,0,0,0,-1
0,1,-1,-1,-2,-1,-2,-1
-2,-3,-4,-1,5,0,-2,-2
-2,-1,-2,5,7,3,0,1
0,1,-3,9,19,4,2,-1
-3,-2,2,-13,-5,-6,-6,-4
-4,-5,-1,-16,-11,-7,-4,-3
-1,0,1,6,-7,-5,-3,-2
4,1,0,5,8,2,0,0
-4,-3,0,-2,10,4,-2,0
-2,-2,-4,2,5,-4,-5,-2
-1,1,0,-14,-20,1,-1,-3
-1,-2,-1,2,-12,-5,-4,0
-1,-1,0,-2,-8,-2,-1,-2
-5,-7,-3,-7,-7,-6,-4,-2
-1,0,2,-14,-12,-1,2,0
19,6,2,-3,-5,4,-1,-1
-20,-8,-3,4,17,-2,-3,-3
29,6,-3,4,-1,15,-2,0
1,-1,2,-2,-11,0,2,0
-3,1,-1,-7,2,-1,-3,-2
0,-3,-8,1,3,-3,-2,-1
-1,2,5,9,7,-4,-2,-1
-3,-3,-5,-15,-5,-1,1,-1
-4,-2,-2,4,-8,1,1,-1
-3,-1,7,-7,-5,1,-3,-4
-13,-22,-32,-7,26,-3,-49,-17
19,12,28,-13,15,33,98,-3
3,2,-18,-8,-19,-4,-40,9
6,2,-11,-4,12,32,46,23
-3,-1,5,-2,2,3,-4,-7
-1,-2,-3,10,-1,3,6,3
0,-2,1,1,-7,-2,-1,2
0,1,3,4,10,1,0,-1
2,1,2,-7,-7,0,1,0
-2,-1,-1,-3,0,-5,-3,-1
-2,-1,-2,0,-1,0,-1,-1
1,-1,2,10,-27,-1,-1,0
0,0,1,4,0,0,0,-2
-2,-1,2,-5,-7,-1,-1,-2
-2,-1,-2,-2,-7,0,-1,-1
-2,1,-2,-2,-3,-3,-2,1
-2,0,-3,-7,-7,0,-2,-1
-2,-1,-2,-2,-1,1,-1,-2
0,0,0,-1,0,1,0,-1
-1,-3,0,1,-2,-2,-1,-3
-2,-2,0,-1,-2,-2,-1,0
-1,0,0,-5,-2,-3,0,-1
-3,-2,0,1,5,-2,-2,-1
-1,-1,-2,-2,-5,-1,-1,-2
-2,-1,3,-6,-6,-4,-1,0
-2,0,1,-2,1,0,-4,-1
-3,-1,0,-2,-1,-1,-3,0
-2,-3,1,-7,-5,-2,-2,-1
1,-1,-3,0,-4,1,0,-1
0,0,-3,-4,-3,3,-1,-2
1,-1,-1,-1,-2,0,-2,-2
-2,-2,1,1,-2,-1,0,1
0,0,-1,-5,-3,-2,-2,0
1,-2,2,-1,2,1,0,-3
0,-2,0,-1,-1,0,-3,-1
-1,0,1,-3,-1,-2,1,0
0,-2,-2,-2,0,-2,-3,-3
-1,-2,-4,2,7,1,-2,-1
-1,-2,-2,-1,-3,0,0,0
-1,-2,1,0,-7,-2,-2,-1
0,0,1,-1,-1,-3,-1,-2
-1,-1,1,-1,-4,-1,-4,-2
-10,-12,-15,-14,-4,-3,-14,-6
1,0,-14,20,29,33,-26,2
21,7,7,17,-6,54,107,18
16,2,6,2,24,57,19,3
1,-4,-1,13,22,1,-33,9
5,-1,0,15,-6,-6,2,7
2,0,4,9,-7,-1,6,2
-1,-1,-3,-2,-21,-4,-6,-4
0,-1,1,-6,-26,-4,-1,-2
-2,0,1,3,9,3,0,0
1,-2,-1,-5,-3,-2,0,-2
0,0,-1,-4,-2,1,-1,-2
-4,-1,-1,-2,0,-2,-3,-1
-3,-3,-2,-3,0,-2,-2,-1
0,-2,-2,1,0,-3,-3,0
-1,-1,-1,-1,2,1,-2,0
-2,-1,-2,-2,7,0,0,1
-1,-1,-3,-4,-4,-1,-1,2
-1,0,1,-1,0,0,-1,1
0,-1,0,0,-2,-2,-2,-2
-2,0,-1,-3,-2,-2,-3,-3
-2,0,0,1,-6,-1,0,0
0,0,-1,1,-3,-1,0,-1
-3,0,-1,-3,-3,-1,-2,1
-1,-2,0,-2,1,-1,-3,-1
0,-2,0,2,2,-1,-2,-1
0,-1,-1,3,0,1,0,1
-1,-1,-3,-3,0,-2,-1,-3
-1,-1,-3,-6,-2,-2,-2,0
0,-1,1,0,-5,-3,-1,0
-4,-2,0,1,-8,-2,-3,-1
0,-2,-1,-6,-2,-1,0,-2
-1,-1,-2,-3,-2,-2,-2,-1
-1,-2,0,-4,0,0,0,0
0,-1,0,0,-2,-2,0,0
-1,-2,-1,2,-3,1,-1,-1
1,-1,-4,-3,-1,-1,-3,-1
-2,-4,-4,-8,2,-3,0,-2
-2,0,-1,-1,2,-1,0,-1
-2,-2,1,-3,-5,-4,-2,-1
-1,-2,1,1,0,0,-1,-1
-15,10,5,14,28,-14,4,-2
-6,-13,-9,-6,-10,16,-80,-44
-33,-7,-7,-24,-19,-36,-122,-46
0,0,5,-17,-48,-35,-54,4
17,-7,15,8,0,20,29,5
-8,-8,-22,-12,-5,-21,-17,-8
-2,1,-2,1,8,4,1,3
1,1,1,10,0,1,12,6
-2,0,-2,11,6,0,0,1
-2,-1,-2,-3,1,0,-1,0
-1,-3,2,0,1,-3,-1,-1
-1,-2,0,1,1,-2,-1,-3
1,0,0,-5,2,1,-1,1
-2,-4,0,-4,-10,-1,-1,-2
-1,-1,1,2,-1,-2,-3,-1
-1,-1,-3,-10,-4,1,-1,0
-2,-1,-1,-1,0,0,-1,-2
0,-2,-1,3,-12,-2,-1,0
-2,0,1,-4,-5,1,-1,-2
0,0,0,-8,-8,-4,-3,-2
0,0,-2,3,2,-1,-1,-2
-1,-2,0,-4,-1,-1,-2,-1
-2,-3,-4,-1,7,-2,-1,-1
0,0,0,-1,-5,-3,-1,-2
0,1,0,-2,-3,-2,-2,1
-2,-1,-2,-1,-4,-1,-2,-2
-2,0,0,-3,0,-1,-2,-2
-1,-3,-1,-2,-4,0,0,-1
0,0,0,-1,-4,1,-1,-1
-2,-1,-2,-3,-3,3,-1,-2
-1,-3,-1,1,0,-1,-1,-2
-3,-2,0,0,-1,0,-3,-2
1,-1,3,3,-2,1,0,-1
-2,0,-1,2,2,-1,0,-3
0,-2,-2,-5,-1,0,-1,-1
-2,1,-1,-5,-3,-1,-1,0
-2,-1,-1,-1,-1,1,-1,-1
0,0,2,0,-2,-2,0,-1
1,1,0,-1,-2,-1,-1,1
-1,0,-2,-1,0,2,-1,-2
-2,-3,0,-2,-1,-1,-2,-2
-2,0,-1,0,0,-1,-1,0
0,-2,-1,-3,-4,-1,0,-3
-1,-1,-1,-1,-4,1,1,-2
-1,-1,-2,-3,-8,-1,-1,-1
-1,-3,1,-1,0,1,0,0
0,0,1,-4,-3,-2,-3,-1
0,-2,-3,1,-7,-1,1,-2
-2,-2,-6,0,5,0,-1,-1
-8,-12,-1,20,8,-5,35,0
-18,-17,-20,-42,-61,-39,-9,-10
2,-5,1,-19,2,47,96,5
3,11,8,4,-13,-23,-65,-6
0,3,7,6,15,22,-2,-1
0,-1,0,1,-4,6,13,0
-3,0,0,-7,-15,-3,-6,-2
0,-2,-1,2,-3,-3,1,1
0,-1,-1,7,5,-2,0,0
-3,-2,-1,0,0,0,-1,1
-1,-1,1,-1,3,0,-2,-3
-2,1,-1,1,10,3,0,-2
1,-1,-1,-4,-7,-2,1,-1
-1,0,0,-4,-1,-1,-1,0
0,0,2,-2,-1,0,-2,-2
0,0,-1,-1,-3,-4,-1,-1
-1,0,-2,1,-3,-2,-1,-1
-1,-1,-3,-1,1,-1,-1,-2
-2,-2,0,-2,-2,0,-1,-2
-1,-1,0,0,-4,-1,0,-1
-1,1,0,1,-1,0,-2,0
1,-2,3,-3,-2,0,-2,-1
-3,0,-3,0,-1,-1,-3,-2
-2,-1,-2,-2,0,-2,-2,-2
-1,-1,1,0,-4,-1,-3,0
-2,-2,-3,0,-3,1,0,-2
-2,0,3,2,5,1,-4,-2
0,0,-1,-1,-6,0,1,0
-1,-1,-4,-3,-4,0,-2,-1
2,0,-2,-3,-1,4,-1,-1
-2,-3,0,-2,-12,-25,-4,-2
-3,-1,4,-2,0,0,-1,-4
1,-1,-3,3,2,7,-2,0
-3,0,-1,-4,-7,9,-1,-3
-1,0,1,3,-3,4,-3,-1
-1,-3,-4,-3,-3,-7,0,-1
1,-1,0,3,6,-3,-1,-4
-2,-3,-6,-11,-2,6,1,-1
-3,-1,-1,1,8,-2,0,-2
-1,-1,-1,-3,-13,-2,-1,0
-4,-3,-1,1,-12,-2,-6,-3
1,11,14,-6,7,8,-2,-2
0,4,2,6,22,5,-88,-28
3,2,21,9,-10,-75,45,9
3,2,10,-6,2,-15,22,0
-4,-4,-9,-8,-3,-8,8,-3
-1,-2,2,-4,-2,-4,-4,-1
-2,-2,0,-2,1,-9,-10,-2
0,-2,0,1,-1,-7,4,4
1,1,1,-1,-3,-3,-2,-3
-1,-3,-2,-3,-5,1,1,1
0,2,1,4,8,-1,2,-1
1,-1,0,0,-6,1,-1,0
1,3,2,19,42,9,3,2
0,-1,2,7,26,2,2,-1
2,0,-2,8,7,0,1,1
0,0,0,-4,-7,-3,-1,-1
-1,0,-1,-3,-3,-3,0,-1
0,0,2,-2,-1,0,0,0
0,-1,1,-3,1,-3,-2,-1
-1,-1,-2,-2,9,-3,-3,-2
-2,1,2,6,11,0,1,0
-2,0,-1,2,2,1,-1,-2
0,-1,0,0,-1,-1,1,0
-1,-2,0,-5,1,-1,-1,-2
0,-4,-2,2,1,-2,-1,-1
0,0,-2,2,7,-2,-1,0
-1,-1,0,3,2,-1,0,0
-1,-2,-2,-1,0,-2,0,-2
-1,-1,-2,0,3,-1,-3,-1
1,-1,0,-4,-2,-1,0,-1
0,-1,-1,-1,-5,1,0,-1
-2,-1,1,-3,1,0,-2,-1
-2,-3,0,-3,-1,-2,-1,-2
0,-2,0,-1,-4,-1,-1,-1
1,0,-1,0,-3,-3,0,-2
-1,-1,-3,-3,-5,0,0,0
-1,0,-1,-1,-2,0,0,-2
-2,-3,0,-1,-5,0,-1,-1
-2,-1,2,-1,-1,-1,-2,0
0,0,1,-1,1,0,0,-1
-2,-2,0,1,-1,-4,-1,-1
-2,-1,1,-1,0,-2,-1,0
-3,-1,2,-1,-3,-3,0,-2
-1,-3,1,0,2,0,-2,-1
-2,-2,1,2,2,-1,0,-1
2,3,1,9,14,6,2,-4
-2,6,23,10,-15,-31,-19,-12
8,6,12,-7,-15,6,7,9
4,4,5,6,5,-82,-88,-11
-1,0,4,0,-9,-16,6,-1
0,-2,-1,-2,0,-2,-6,-1
-2,-1,1,-4,-3,0,-1,-1
-1,-2,-1,1,1,-2,1,-1
-1,0,-3,-3,-3,0,0,0
0,0,-1,-2,-1,1,0,-3
-1,-1,-2,-5,-5,-3,-3,0
-1,-1,0,-3,0,5,-2,-1
0,-3,-3,1,0,-2,-1,-2
-1,-1,-3,1,1,-2,1,0
-2,-1,-1,0,-1,0,0,-2
-1,-1,-1,-1,-2,-3,0,-1
-3,-2,-1,0,-1,-2,-4,-1
0,-1,-2,1,4,1,-1,-1
1,-3,-1,-1,-5,-1,0,-2
1,-1,-2,-1,-1,-2,0,1
-1,-2,-1,-1,1,0,0,-3
-2,-3,2,-2,-5,-4,0,-2
-1,-1,1,-3,-1,-3,-3,0
-2,-2,3,-1,-1,-2,-1,0
-2,-1,2,0,0,-3,0,-1
-1,0,-1,1,-2,-4,-2,0
-1,-2,0,0,-6,1,0,0
1,-3,-1,-1,-2,-1,-2,-1
0,0,1,-1,-2,-1,0,0
-3,-1,0,-2,-2,-1,-2,0
0,0,1,-1,-3,0,-1,0
-3,-2,-1,-2,-2,0,-2,-1
1,-2,0,-1,-5,-3,-3,-1
-1,-2,2,1,-1,-2,0,-1
-2,-1,-2,-3,-6,-1,-1,-2
-2,-2,1,0,7,-1,0,-2
-1,-2,-3,5,-1,0,0,-1
1,-1,-1,0,-6,-2,-1,-2
-2,0,-1,0,12,-2,0,0
1,-1,1,-2,-7,-4,-2,-1
-1,-1,-1,2,-3,1,0,0
0,0,0,0,1,-3,-1,-3
-1,-1,-5,-2,11,-1,-1,0
0,-2,0,2,6,-2,1,-2
-2,0,0,2,2,-5,-3,-2
-1,-2,-2,1,1,-5,-9,0
1,5,6,26,-2,-41,-50,3
7,0,-5,-6,9,13,62,13
-7,-5,8,-1,-7,38,-24,-9
-1,0,-5,-3,-2,-14,-4,4
-1,-2,-2,-2,-1,-6,-1,-1
0,-1,0,-4,-11,-2,0,1
-3,-3,-2,-6,-16,-9,-4,-1
0,1,-2,-4,-8,-3,0,1
1,-1,-2,-2,-2,-4,-3,0
-2,-2,-1,2,8,-2,-1,2
-1,-2,1,-1,1,-3,-1,-2
-1,-2,-1,0,3,5,-2,0
-2,-1,-1,0,0,4,-1,-2
-2,-1,-1,-1,0,3,-1,0
-1,0,-1,-4,-6,-1,-2,0
-3,0,1,-1,-2,-1,-2,-2
-2,1,3,-1,-4,4,-1,-1
0,0,-1,0,0,-3,-1,-1
-1,-1,-1,-2,-3,-1,-2,-2
-1,-3,-1,-2,-2,1,-2,-1
-1,0,-1,0,5,5,0,0
0,-1,0,-2,-2,1,-2,0
-1,-1,-3,1,-2,-1,-3,-1
0,0,0,0,0,-2,-1,-3
0,-1,2,-2,-1,-3,-2,-2
-1,2,-1,-2,-3,-4,-3,1
-2,-2,-1,1,-2,-5,0,0
-1,-2,-3,-3,-5,13,0,1
-2,-1,-3,0,1,-2,-4,-3
-2,-2,-3,-3,1,-1,-1,0
-1,-1,-1,-1,-3,-6,-2,-2
-1,-2,1,0,-1,0,-3,-1
0,-2,1,-3,-2,1,-1,-1
0,-2,2,0,-2,2,-1,0
-2,-1,1,0,-5,-5,-3,-1
-1,0,1,0,2,-2,-10,1
-4,0,-2,1,-19,2,11,-8
7,-1,-7,-24,-21,49,53,11
-9,-9,-14,16,42,-18,87,17
-3,-8,-21,-23,-29,-6,26,-2
-1,-5,0,-3,-7,27,-30,-4
-4,-3,-5,-6,-2,-9,0,-1
-2,-3,-1,-3,-1,-3,-1,-1
0,-1,-2,1,-3,-2,-2,-2
-1,-1,-2,-1,-2,-1,0,-2
-1,-2,1,0,-1,0,-2,-2
-2,-2,-1,0,-4,0,2,0
1,-2,-1,0,1,-1,-3,0
-2,-1,1,-1,-1,1,2,0
0,0,0,2,0,-1,-1,-1
-2,-1,0,-1,-1,-2,-2,0
-2,-1,0,-2,0,-3,-6,0
-1,-1,0,-2,-3,-1,-3,-2
0,0,0,-1,-3,-2,-2,-1
1,-2,2,-1,-3,-2,0,0
-1,0,0,-1,-1,0,0,-3
-6,-2,0,1,-2,-1,-1,-3
-2,-1,-2,1,0,-1,-1,-4
-2,-2,-1,0,-2,0,0,-1
-2,0,-2,-1,-1,-1,-3,-1
0,0,-1,0,-1,-3,1,-1
-1,-1,-1,-1,-2,1,-1,0
-1,-1,3,-1,-1,-2,-2,-1
0,-1,1,0,1,0,1,-2
-2,0,-2,2,-1,-2,-2,-1
1,0,1,-1,-1,-1,1,-1
0,-1,1,0,0,0,-1,0
-2,1,0,0,-5,0,-1,-1
-3,-3,-3,-6,-5,-5,-4,-2
-2,-2,-3,1,1,-2,0,-2
-1,-1,-1,0,-6,-1,-1,0
-1,-2,1,4,16,2,0,-2
0,-1,0,1,0,-1,-2,0
-2,0,2,-1,-10,-1,-1,0
-1,-1,-3,-3,-8,0,0,-3
-1,-2,-1,-1,2,2,-1,-3
-1,-2,0,2,7,-1,-3,-1
0,-1,-4,4,6,-1,0,-1
-1,-2,-1,0,0,0,-2,-1
0,-1,-2,-5,-4,0,0,-1
1,2,3,-2,-8,3,-1,-1
-2,0,2,2,8,1,0,-1
-2,-4,-2,-5,-6,-16,-8,-3
-1,-3,-11,-16,-26,-12,12,5
2,10,3,15,19,-4,-28,2
-9,-24,-23,-38,2,-36,16,-11
-10,1,4,11,-19,-68,-50,-14
8,7,-24,-23,42,19,-58,21
0,3,10,18,-2,9,-48,-7
-1,-1,2,1,0,7,4,0
1,-1,0,-1,-5,-7,0,0
1,1,0,6,-6,2,-1,2
-3,0,1,-4,-17,-9,-2,0
-1,0,-2,-3,7,2,-2,-1
-2,-1,1,0,9,11,1,-1
-1,-2,-3,-1,-5,-1,-1,0
-2,-2,1,-1,1,11,-2,0
1,-2,0,-2,-4,0,0,0
-2,-2,-3,-1,1,12,0,0
-1,-1,2,0,-5,-2,-1,-1
0,-1,2,-3,-7,-6,0,0
-3,0,0,-3,6,2,0,-2
-1,0,1,1,2,-7,-2,-1
-1,-1,-1,-4,0,-3,-1,-1
-1,0,0,0,-1,-6,-1,-2
-1,0,0,-3,0,-1,-1,-1
0,-2,1,-1,-2,5,-2,-1
-2,-2,1,0,-2,-1,-1,-1
0,-1,0,-2,1,4,1,1
0,-1,1,-2,-3,3,0,0
-1,-1,-1,1,-2,-4,0,-1
-2,0,0,0,-6,-2,-1,-1
-3,-1,0,-3,-3,-3,1,-1
-2,-2,-1,-1,2,4,-1,-2
0,1,1,1,-6,-4,0,0
-3,-2,-2,-1,-1,-1,-3,-3
-2,-2,-2,2,2,5,0,-2
0,1,1,1,-2,-2,-2,1
1,0,0,3,7,-3,-1,-1
-3,-1,-1,6,4,1,0,-1
-1,-1,-1,0,-2,-8,0,-2
-1,1,-1,-3,0,11,3,1
0,-1,-1,2,1,-11,-1,-1
-2,0,-1,0,-7,-7,-2,0
-2,-2,1,-1,5,-2,-2,-2
0,-2,-2,0,1,5,-1,-1
-3,-6,-12,-10,-5,-3,17,0
2,4,3,5,11,3,5,1
1,-3,8,-6,1,-19,-72,-12
1,5,15,12,6,-1,32,3
-4,3,-2,19,-8,18,-20,5
17,9,15,-17,-2,8,-17,18
-6,-6,-2,-15,-19,-19,-24,-19
-2,-1,-1,-2,7,2,1,0
0,0,1,-1,-1,3,0,1
-1,-2,2,-1,1,-8,-3,-5
-3,-2,1,5,19,-1,-3,-2
0,0,0,6,5,-1,-1,0
-2,-2,-2,-3,-7,-5,-1,-1
-2,1,1,0,11,2,0,1
-2,-1,0,1,2,13,1,-1
0,-1,-2,9,10,-1,-1,-2
-2,0,0,-6,-7,2,-2,-1
-1,0,0,-4,-7,2,-1,1
1,0,3,3,-3,-5,1,0
0,-1,-2,-2,-4,-1,-1,0
-2,-3,-4,-4,-2,-2,1,-2
1,-1,-1,-5,-7,-1,-1,1
-2,0,0,-2,5,1,-1,-1
-2,-1,-1,-1,-1,0,-1,0
-2,0,0,3,3,-1,2,-1
-1,-1,1,-3,4,-1,-1,-2
0,0,0,-3,-6,-5,-1,-1
-2,34,2,2,-7,-2,-1,-2
-1,-2,0,5,4,4,1,0
0,-3,0,2,4,0,-1,0
-3,-1,-2,-1,4,-8,-4,-2
-1,0,-1,-4,-2,-2,-2,-1
-1,-1,-1,1,8,3,-2,0
-1,-2,-1,-3,-4,-3,-3,-1
0,-2,0,0,-1,-1,0,1
0,-1,-1,0,-1,-12,-1,-1
1,1,-1,-2,-2,1,1,1
-1,-1,-1,-6,-8,1,-3,-3
-1,-2,-1,-1,-9,-5,-3,0
-2,-3,3,-2,-2,-4,-1,-2
-2,-2,-2,-1,-3,-3,-1,-1
-2,-2,-3,-7,-19,0,-1,-2
-2,-2,0,0,6,-1,-1,-1
-1,-2,-3,-5,-3,4,-1,-2
0,-1,0,-2,-7,2,-1,-1
0,-1,-3,3,-3,0,1,-1
-4,-4,-2,-5,-11,-18,-1,-3
1,5,9,13,11,8,-22,0
-3,12,20,10,-4,-36,-10,16
-3,3,12,0,18,70,84,10
21,3,22,18,13,35,30,8
0,4,0,4,4,-24,-68,-6
0,0,21,14,7,69,92,13
-2,-2,1,-3,-5,1,12,0
-2,-2,-1,-1,4,1,5,1
-1,-2,-1,-4,-7,-2,-1,0
-2,-1,2,17,-11,1,0,-1
-5,-4,-1,-14,0,0,-1,0
0,3,2,7,27,5,3,2
0,-1,1,8,7,1,-1,-1
1,3,0,14,14,0,2,-1
-2,0,1,4,0,3,0,0
-1,-1,1,-1,2,0,-3,-3
-2,-4,2,-7,-13,2,0,-2
0,0,3,-4,-11,-2,-2,-1
-1,-1,-1,-7,-3,2,-1,0
-1,-1,0,14,16,5,0,1
-2,-1,2,-3,0,-3,-1,-1
-1,0,-2,-5,-9,0,-1,-1
-1,-1,0,0,-1,5,0,-2
-1,0,-2,7,6,1,-2,-1
-2,0,-1,-4,-2,-6,-1,-2
0,-1,3,-3,-8,-6,-1,-1
1,-3,3,-6,-18,-2,0,-2
0,-2,-2,-3,4,3,1,0
-1,-2,-2,1,18,4,3,0
-1,0,0,1,6,-2,1,-1
-1,-2,0,0,5,2,-2,-3
-2,-3,-1,-3,-6,0,-4,-2
0,0,1,1,6,-3,1,1
1,-3,0,4,12,0,-1,-1
-2,-2,-2,-5,-3,-20,-7,-1
0,-1,-5,2,10,7,-1,-1
-1,-1,0,0,-3,1,0,1
-1,0,1,-3,7,7,3,0
-3,-4,-4,-4,3,-2,-1,-1
-2,3,2,-3,-2,-2,-4,-3
-4,-4,4,-13,-13,-9,7,-5
22,-14,-39,-48,5,-42,-79,0
12,-3,48,6,19,-65,26,-10
-18,-9,-17,-24,-23,15,-67,-15
8,3,5,8,14,-3,11,3
0,3,3,4,2,-11,4,1
-1,1,-1,-1,-8,-5,1,0
0,-2,-2,-8,-12,-3,-1,-3
-1,-2,1,-7,-27,-3,-1,-2
-2,-3,0,9,1,0,-3,-3
0,1,0,-8,-10,-3,-5,0
-1,0,-3,1,2,3,-1,-2
0,-1,-3,3,2,-2,2,-1
-1,-1,-1,-13,-16,-3,-2,0
-2,1,1,-3,12,-4,1,0
-3,-1,0,-6,-3,-13,1,-3
0,-1,-4,-10,-8,-5,2,0
-1,-3,-1,-7,-11,-4,-7,1
-3,0,-2,-7,-8,-2,-4,-7
1,-2,0,2,5,-3,-1,0
-3,-3,2,0,-6,-4,-1,-4
-2,0,-3,3,17,1,1,-1
-3,-3,-1,-10,-11,-3,-1,-3
-9,-4,0,-5,-7,-10,-3,0
-2,-7,0,3,2,-5,0,-1
